FR_hip_geom,FR_thigh_geom,FR_calf_geom,FL_hip_geom,FL_thigh_geom,FL_calf_geom,RR_hip_geom,RR_thigh_geom,RR_calf_geom,RL_hip_geom,RL_thigh_geom,RL_calf_geom
1.007791581678501, 0.9856290065218213, 0.9889922411941474, 1.037333391012811, 1.010668130579327, 1.0300059481359762, 0.973820586544149, 0.9756541943264115, 0.9644804559126493, 0.9818735168939867, 1.0051017699117095, 0.9648798164376429
0.9537422191451516, 0.9730853964756875, 1.0350993993421456, 1.0493288313409492, 1.015492979468851, 1.0050584392175161, 1.0312023611740213, 0.9817378987658668, 0.9919751041434853, 0.9618807295304033, 0.9920577317272942, 0.9800492485778218
0.9538464227239777, 1.0307275143864658, 0.9801121345146033, 0.9962233053518547, 0.986424018566068, 0.9540498015735637, 1.0139817347725308, 0.9873414527494679, 0.9620548792813961, 1.0273649207214777, 0.9853769225955357, 1.0289381081699385
0.961698330272009, 1.0049254044206541, 1.0446347083495444, 1.04620395100167, 0.9846313170574049, 1.0213883116033533, 0.9821321573987987, 0.9699789827992613, 1.0325388682016987, 0.9716849943433804, 1.0001361401132187, 1.0298782774180468
0.9635197720390347, 1.0248525264816835, 0.9506132277899312, 0.9927388774086778, 0.9717560186792545, 1.033976497426341, 0.9720451379398666, 1.0231055299473277, 1.045682049671149, 0.9823422283712432, 1.0492244187329247, 1.043988012067891
1.0320914789310662, 1.0229360047826543, 1.0028822227600311, 1.0131653876827207, 0.9579965986190349, 1.0083446490711743, 1.0143773386677852, 0.9650091182920578, 0.9893321389322479, 1.0138422027405367, 0.9782306061192748, 1.0218038926412343
0.9746802233880697, 1.0157547499582347, 0.9821927447423824, 1.0203199437902917, 0.965018108568995, 1.041792031743938, 1.0176928562658891, 1.0377297577378726, 1.009309376185857, 1.0320950593546199, 0.9968875875541398, 0.989952065659213
0.9903954165731198, 0.974444174669724, 0.994069204710277, 1.011257021682454, 0.9756338527294474, 1.0448331528050885, 1.0429404597040892, 0.9847637727947215, 0.9902037380991143, 1.026318795926276, 1.0035416538635953, 0.9958790399958706
0.9858898029066486, 0.9526740673578891, 0.9533529383423204, 0.9862739765764763, 0.9910741946951499, 0.9975785045740431, 0.967489770746202, 1.0160683719663566, 1.0158876271431945, 1.0276151897189452, 0.9689899659678115, 1.0168271275921523
0.9543000460511266, 0.9551102236309237, 0.968482647796983, 1.0397142704477518, 0.9755775096009739, 0.9903348150086502, 1.0078333915725393, 0.9664017000326861, 1.0118999620030558, 1.0225850139136317, 0.9519487028773482, 1.017593697990263
0.9937005619474494, 0.9820600921868293, 0.9811908338830174, 1.0250983573668266, 1.038178429080393, 1.0243309513603474, 1.0255855754263414, 1.0491626725545657, 0.9999144894121175, 0.9753030569650056, 1.0166667095136188, 0.9537749387890322
0.9624901693882556, 1.0275438356043785, 0.9865640410571345, 0.9646758859691976, 0.951797443794738, 0.9583453814920684, 0.9624086296119082, 1.0032898282967069, 0.9863858486795876, 1.030714908477341, 1.044442309532596, 1.0345362785131595
0.9857353254059098, 0.9601548935540097, 0.9583773867481973, 0.9682299529167129, 1.0449198558677708, 1.0082727799899083, 0.9911562294412231, 0.9599499889824327, 0.953492189569552, 1.0005252863132252, 1.0309416306141594, 0.9770422826002529
1.0127757387114433, 1.0263620410346785, 0.9707477986195145, 1.0328804389786947, 1.047134048030042, 0.9890408144875608, 0.9789958057811472, 0.9707769868341508, 0.9535108843320853, 0.9890539801327797, 1.0052966315668994, 1.0476351722632224

