FR_hip_geom,FR_thigh_geom,FR_calf_geom,FL_hip_geom,FL_thigh_geom,FL_calf_geom,RR_hip_geom,RR_thigh_geom,RR_calf_geom,RL_hip_geom,RL_thigh_geom,RL_calf_geom
1.0344421851525047, 0.9634364244112401, 1.045603427188925, 0.9737964627091892, 0.9736048089737435, 1.01229016948897, 1.0293340083761664, 0.9823832764833162, 0.9726705859381048, 0.9963007357815021, 1.0071402594689913, 0.9952379553509818
1.0277356642700564, 1.029665096795997, 1.0020948407021908, 0.9997341420939804, 0.99211249061401, 0.998311039648601, 0.9846619956611427, 1.0355939388515218, 1.0019823826568557, 0.9680192418485152, 1.0171005477040864, 0.9866920778554773
0.9948457017910528, 1.008643176422767, 1.022749114036868, 0.9612763723083569, 1.0024545520582513, 0.9950370997291621, 1.0054854969630374, 0.9702677628225616, 1.0390017838353325, 0.9772214514237015, 0.9639156772879708, 1.0018370461036625
1.0138876461437791, 0.9791373734913683, 0.9696433117558225, 1.005587963362307, 0.9994650598485183, 1.0228713959913873, 1.0208649201008566, 1.0168497512822132, 0.9761916931625763, 0.9961624425475732, 1.014652486884982, 0.9749488894616095
0.9910009547976759, 0.991538014012724, 1.0410233360848857, 1.0475425539032315, 0.9975638163766308, 1.0425209624241025, 1.000159185547766, 0.9687207775407617, 1.0022625864385266, 0.9940648704957316, 1.024135577774659, 0.9547261159155104
0.9733065473779753, 1.0070249813010306, 1.0137844875375859, 0.9659481151155643, 0.9829744852302728, 0.9714657844522191, 0.9668479137122447, 0.962525155652055, 0.9512076285340563, 1.0487031098785908, 1.0453743646354743, 1.017558966727776
0.9673937963514805, 1.0415595705293623, 1.0265877836757238, 1.0419953184480906, 1.0004369137802236, 0.9700670527679238, 0.9546470664494346, 0.9864704141628916, 1.0427678728297902, 1.0070125244251902, 0.9832533684737134, 0.9771683836126235
0.9822453402316031, 0.9617454876784408, 1.0059223352856492, 1.015917771264107, 0.9650160488472749, 0.9907226693072153, 0.985711083421419, 1.0107365947455091, 1.025549862733494, 0.9815150197113591, 1.0444497911656678, 1.0452656633631223
1.0077700736771797, 1.0084629437385315, 1.0047612258950926, 0.9736528402730451, 0.9969025794421958, 0.9637166861730581, 1.0213330632046809, 0.994029149329126, 1.046153144524867, 1.0006022835030506, 0.9734629110207542, 0.9898395732984508
0.9843962224840236, 0.9537094870967665, 0.9775465433647681, 1.0068671521753623, 1.0490317631183914, 0.9850584741216492, 1.044337821059291, 0.9834348424005503, 1.01041636203834, 0.979000337301795, 0.9612963780118632, 1.0033910019313728
